연번,토지소재지,지번,지목,대장면적(㎡),편입면적(㎡),용도지역,비고
1,서울특별시 용산구 서계동,246-11,대,72.7,72.7,,
2,서울특별시 용산구 서계동,252-49,대,50.1,50.1,,
3,서울특별시 용산구 서계동,264-17,대,29.1,29.1,,
4,서울특별시 용산구 서계동,251-97,도,631.08,631.08,,
5,서울특별시 용산구 서계동,33-218,대,102.5,102.5,,
6,서울특별시 용산구 서계동,257-22,도,0.7,0.7,,
7,서울특별시 용산구 서계동,95-13,대,60.8,60.8,,
8,서울특별시 용산구 서계동,33-319,대,2.8,2.8,,
9,서울특별시 용산구 서계동,257-21,도,45.9,45.9,,
10,서울특별시 용산구 서계동,55-2,대,42,42,,
11,서울특별시 용산구 서계동,257-23,구,21.3,21.3,,
12,서울특별시 용산구 서계동,258-5,대,8.1,8.1,,
13,서울특별시 용산구 서계동,245-20,대,39.5,39.5,,
14,서울특별시 용산구 서계동,270-2,대,4.5,4.5,,
15,서울특별시 용산구 서계동,276-4,구,8.4,8.4,,
16,서울특별시 용산구 서계동,245-43,도,1.1,1.1,,
17,서울특별시 용산구 서계동,33-22,대,188.1,188.1,,
18,서울특별시 용산구 서계동,95-14,대,44.3,44.3,,
19,서울특별시 용산구 서계동,245-64,도,2.2,2.2,,
20,서울특별시 용산구 서계동,245-62,도,5.5,5.5,,
21,서울특별시 용산구 서계동,258-16,도,39.4,39.4,,
22,서울특별시 용산구 서계동,246-24,대,169.2,169.2,,
23,서울특별시 용산구 서계동,95-24,대,6,6,,
24,서울특별시 용산구 서계동,245-19,대,40.7,40.7,,
25,서울특별시 용산구 서계동,251-29,대,61.8,61.8,,
26,서울특별시 용산구 서계동,252-84,대,29.3,29.3,,
27,서울특별시 용산구 서계동,252-27,대,71.7,71.7,,
28,서울특별시 용산구 서계동,33-328,대,9.9,9.9,,
29,서울특별시 용산구 서계동,33-71,대,26.5,26.5,,
30,서울특별시 용산구 서계동,255-19,대,69.4,69.4,,
31,서울특별시 용산구 서계동,256-5,대,19.3,19.3,,
32,서울특별시 용산구 서계동,251-30,대,66.4,66.4,,
33,서울특별시 용산구 서계동,252-5,대,55.2,55.2,,
34,서울특별시 용산구 서계동,255-12,대,49.6,49.6,,
35,서울특별시 용산구 서계동,255-9,대,84.96,84.96,,
36,서울특별시 용산구 서계동,33-70,대,29.8,29.8,,
37,서울특별시 용산구 서계동,33-7,대,270.9,270.9,,
38,서울특별시 용산구 서계동,252-112,도,13.3,13.3,,
39,서울특별시 용산구 서계동,252-26,대,78.3,78.3,,
40,서울특별시 용산구 서계동,33-247,대,23.1,23.1,,
41,서울특별시 용산구 서계동,238-32,대,181.9,181.9,,
42,서울특별시 용산구 서계동,238-12,대,52.9,52.9,,
43,서울특별시 용산구 서계동,238-21,대,79.3,79.3,,
44,서울특별시 용산구 서계동,238-41,대,45.1,45.1,,
45,서울특별시 용산구 서계동,241-3,대,52.5,52.5,,
46,서울특별시 용산구 서계동,238-9,대,72.7,72.7,,
47,서울특별시 용산구 서계동,241-9,대,29.1,29.1,,
48,서울특별시 용산구 서계동,238-30,대,69.4,69.4,,
49,서울특별시 용산구 서계동,238-7,대,79.3,79.3,,
50,서울특별시 용산구 서계동,285,도,160,153.94,,
51,서울특별시 용산구 서계동,238-58,대,19.8,19.8,,
52,서울특별시 용산구 서계동,242-1,대,81.8,81.8,,
53,서울특별시 용산구 서계동,238-13,대,86,86,,
54,서울특별시 용산구 서계동,238-64,대,2.3,2.3,,
55,서울특별시 용산구 서계동,241-4,대,53.3,53.3,,
56,서울특별시 용산구 서계동,243-11,대,85.3,85.3,,
57,서울특별시 용산구 서계동,238-22,대,79.3,79.3,,
58,서울특별시 용산구 서계동,238-71,대,2.3,2.3,,
59,서울특별시 용산구 서계동,261-10,대,88.9,88.9,,
60,서울특별시 용산구 서계동,258-20,대,25,25,,
61,서울특별시 용산구 서계동,252-66,대,67.4,67.4,,
62,서울특별시 용산구 서계동,53-8,대,139.8,139.8,,
63,서울특별시 용산구 서계동,95-18,대,39.7,39.7,,
64,서울특별시 용산구 서계동,252-55,대,66.1,66.1,,
65,서울특별시 용산구 서계동,245-65,도,6.3,6.3,,
66,서울특별시 용산구 서계동,95-20,대,124.9,124.9,,
67,서울특별시 용산구 서계동,257-8,도,126.8,126.8,,
68,서울특별시 용산구 서계동,247-47,도,67.4,67.4,,
69,서울특별시 용산구 서계동,264-19,대,28.1,28.1,,
70,서울특별시 용산구 서계동,257-1,대,131.25,131.25,,
71,서울특별시 용산구 서계동,252-94,도,39.2,39.2,,
72,서울특별시 용산구 서계동,246-18,대,78.84,78.84,,
73,서울특별시 용산구 서계동,33-21,대,191.2,191.2,,
74,서울특별시 용산구 서계동,247-6,대,439.66,439.66,,
75,서울특별시 용산구 서계동,245-37,도,70.5,70.5,,
76,서울특별시 용산구 서계동,264-22,대,7.3,0.9400000000000001,,
77,서울특별시 용산구 서계동,257-20,구,10.3,10.3,,
78,서울특별시 용산구 서계동,258-18,도,11.6,11.6,,
79,서울특별시 용산구 서계동,261-21,대,62.8,62.8,,
80,서울특별시 용산구 서계동,258-8,도,18.8,18.8,,
81,서울특별시 용산구 서계동,257-24,구,10.7,10.7,,
82,서울특별시 용산구 서계동,53-12,대,119.3,119.3,,
83,서울특별시 용산구 서계동,256-6,대,39.3,39.3,,
84,서울특별시 용산구 서계동,256-7,대,100.2,100.2,,
85,서울특별시 용산구 서계동,33-6,대,355.84,355.84,,
86,서울특별시 용산구 서계동,33-257,대,90.3,90.3,,
87,서울특별시 용산구 서계동,251-34,대,71.7,71.7,,
88,서울특별시 용산구 서계동,255-21,대,99.2,99.2,,
89,서울특별시 용산구 서계동,255-8,대,66.1,66.1,,
90,서울특별시 용산구 서계동,251-67,대,69.4,69.4,,
91,서울특별시 용산구 서계동,251-36,대,65.1,65.1,,
92,서울특별시 용산구 서계동,252-44,대,75.9,75.9,,
93,서울특별시 용산구 서계동,255-13,대,59.5,59.5,,
94,서울특별시 용산구 서계동,255-2,대,59.49,59.49,,
95,서울특별시 용산구 서계동,238-16,대,99.2,99.2,,
96,서울특별시 용산구 서계동,242-28,대,119,119,,
97,서울특별시 용산구 서계동,238-76,도,9.9,9.9,,
98,서울특별시 용산구 서계동,238-29,대,105.2,105.2,,
99,서울특별시 용산구 서계동,242-2,대,54.99,54.99,,
100,서울특별시 용산구 서계동,243-26,대,39,39,,
101,서울특별시 용산구 서계동,241-7,대,69.4,69.4,,
102,서울특별시 용산구 서계동,242-27,대,121.3,121.3,,
103,서울특별시 용산구 서계동,239-20,도,51.7,50.51,,
104,서울특별시 용산구 서계동,242-3,대,46.28,46.28,,
105,서울특별시 용산구 서계동,240-2,대,3.6,3.6,,
106,서울특별시 용산구 서계동,238-15,대,99.4,99.4,,
107,서울특별시 용산구 서계동,241-6,대,66.2,66.2,,
108,서울특별시 용산구 서계동,240-41,대,72.9,72.9,,
109,서울특별시 용산구 서계동,243-31,대,57.2,57.2,,
110,서울특별시 용산구 서계동,281-2,도,22,22,,
111,서울특별시 용산구 서계동,240-45,대,0.4,0.4,,
112,서울특별시 용산구 서계동,242-29,대,3.6,3.6,,
113,서울특별시 용산구 서계동,57,대,95.9,95.9,,
114,서울특별시 용산구 서계동,261-17,대,105.43,105.43,,
115,서울특별시 용산구 서계동,53-23,도,14.3,14.3,,
116,서울특별시 용산구 서계동,276-5,구,270.1,270.1,,
117,서울특별시 용산구 서계동,264-20,대,12.2,12.2,,
118,서울특별시 용산구 서계동,264-23,대,4.3,0.84,,
119,서울특별시 용산구 서계동,245-38,도,23.1,23.1,,
120,서울특별시 용산구 서계동,33-208,대,74.1,74.1,,
121,서울특별시 용산구 서계동,56-4,도,20.8,20.8,,
122,서울특별시 용산구 서계동,252-58,대,14.75,14.75,,
123,서울특별시 용산구 서계동,73-3,대,134.2,134.2,,
124,서울특별시 용산구 서계동,264-24,대,1.7,0.61,,
125,서울특별시 용산구 서계동,94,대,92.2,92.2,,
126,서울특별시 용산구 서계동,252-57,대,45.1,45.1,,
127,서울특별시 용산구 서계동,33-309,도,25.9,25.9,,
128,서울특별시 용산구 서계동,246-22,대,48.9,48.9,,
129,서울특별시 용산구 서계동,247-42,대,62.8,62.8,,
130,서울특별시 용산구 서계동,252-67,대,56.2,56.2,,
131,서울특별시 용산구 서계동,33-206,대,86,86,,
132,서울특별시 용산구 서계동,53-9,대,46.3,46.3,,
133,서울특별시 용산구 서계동,257-2,대,47.8,47.8,,
134,서울특별시 용산구 서계동,53-5,대,72.48,72.48,,
135,서울특별시 용산구 서계동,33-249,대,150.4,150.4,,
136,서울특별시 용산구 서계동,33-67,대,23.1,23.1,,
137,서울특별시 용산구 서계동,252-23,대,49.9,49.9,,
138,서울특별시 용산구 서계동,33-330,대,1.21,1.21,,
139,서울특별시 용산구 서계동,255-25,구,0.7,0.7,,
140,서울특별시 용산구 서계동,33-244,대,136.9,136.9,,
141,서울특별시 용산구 서계동,251-35,대,56.5,56.5,,
142,서울특별시 용산구 서계동,251-66,대,69.5,69.5,,
143,서울특별시 용산구 서계동,33-303,대,81.3,81.3,,
144,서울특별시 용산구 서계동,33-16,대,229.18,229.18,,
145,서울특별시 용산구 서계동,252-22,대,60.8,60.8,,
146,서울특별시 용산구 서계동,259-1,대,47.3,47.3,,
147,서울특별시 용산구 서계동,33-302,대,104.8,104.8,,
148,서울특별시 용산구 서계동,251-41,대,74,74,,
149,서울특별시 용산구 서계동,252-7,대,69.4,69.4,,
150,서울특별시 용산구 서계동,252-45,대,72.6,72.6,,
151,서울특별시 용산구 서계동,239-1,대,29.8,29.8,,
152,서울특별시 용산구 서계동,243-27,대,1.3,1.3,,
153,서울특별시 용산구 서계동,240-40,대,82.6,82.6,,
154,서울특별시 용산구 서계동,238-80,대,3.3,3.3,,
155,서울특별시 용산구 서계동,33-134,대,62.8,62.8,,
156,서울특별시 용산구 서계동,242-5,대,138.9,138.9,,
157,서울특별시 용산구 서계동,238-24,대,37.8,37.8,,
158,서울특별시 용산구 서계동,299,도,418,75.67,,
159,서울특별시 용산구 서계동,242-9,대,56.2,56.2,,
160,서울특별시 용산구 서계동,33-132,대,128.9,128.9,,
161,서울특별시 용산구 서계동,239-3,대,113.4,113.4,,
162,서울특별시 용산구 서계동,240-3,대,105.8,105.8,,
163,서울특별시 용산구 서계동,238-27,대,35.7,35.7,,
164,서울특별시 용산구 서계동,33-317,대,1.1,1.1,,
165,서울특별시 용산구 서계동,33-190,대,55.1,55.1,,
166,서울특별시 용산구 서계동,242-24,대,72.67,72.67,,
167,서울특별시 용산구 서계동,33-97,도,26.1,26.1,,
168,서울특별시 용산구 서계동,33-137,대,43,43,,
169,서울특별시 용산구 서계동,73-4,대,107.4,107.4,,
170,서울특별시 용산구 서계동,95-21,대,211.96,211.96,,
171,서울특별시 용산구 서계동,277-1,도,151.5,151.5,,
172,서울특별시 용산구 서계동,261-11,대,9.6,9.6,,
173,서울특별시 용산구 서계동,95-15,대,40.7,40.7,,
174,서울특별시 용산구 서계동,245-41,도,11.8,11.8,,
175,서울특별시 용산구 서계동,33-26,도,11.88,11.88,,
176,서울특별시 용산구 서계동,246-14,대,162,162,,
177,서울특별시 용산구 서계동,245-40,도,3.7,3.7,,
178,서울특별시 용산구 서계동,246-17,대,164.2,164.2,,
179,서울특별시 용산구 서계동,33-177,대,52.9,52.9,,
180,서울특별시 용산구 서계동,245-31,도,3.3,3.3,,
181,서울특별시 용산구 서계동,252-60,대,91.2,91.2,,
182,서울특별시 용산구 서계동,261-4,대,106.04,106.04,,
183,서울특별시 용산구 서계동,247-41,대,65.1,65.1,,
184,서울특별시 용산구 서계동,252-68,대,90.74,90.74,,
185,서울특별시 용산구 서계동,33-19,대,172.9,172.9,,
186,서울특별시 용산구 서계동,245-32,대,52.9,52.9,,
187,서울특별시 용산구 서계동,96-22,도,6.3,6.3,,
188,서울특별시 용산구 서계동,96-3,대,182.1,182.1,,
189,서울특별시 용산구 서계동,58-1,대,124.6,124.6,,
190,서울특별시 용산구 서계동,33-25,대,92.6,92.6,,
191,서울특별시 용산구 서계동,33-17,대,214.92,214.92,,
192,서울특별시 용산구 서계동,255-3,대,46.3,46.3,,
193,서울특별시 용산구 서계동,259-8,도,7,7,,
194,서울특별시 용산구 서계동,251-42,대,82,82,,
195,서울특별시 용산구 서계동,33-310,대,402.93,402.93,,
196,서울특별시 용산구 서계동,252-21,대,77.4,77.4,,
197,서울특별시 용산구 서계동,251-63,대,80.3,80.3,,
198,서울특별시 용산구 서계동,255-5,대,92.6,92.6,,
199,서울특별시 용산구 서계동,33-3,대,285.22,285.22,,
200,서울특별시 용산구 서계동,259-9,도,7.9,7.9,,
201,서울특별시 용산구 서계동,252-8,대,69.4,69.4,,
202,서울특별시 용산구 서계동,251-44,대,49.9,49.9,,
203,서울특별시 용산구 서계동,33-101,대,185.1,185.1,,
204,서울특별시 용산구 서계동,242-8,대,72.7,72.7,,
205,서울특별시 용산구 서계동,242-16,대,135.5,135.5,,
206,서울특별시 용산구 서계동,238-85,도,0.3,0.3,,
207,서울특별시 용산구 서계동,240-6,대,86,86,,
208,서울특별시 용산구 서계동,242-14,도,105.8,105.8,,
209,서울특별시 용산구 서계동,242-34,대,93.6,93.6,,
210,서울특별시 용산구 서계동,239-4,대,98.5,98.5,,
211,서울특별시 용산구 서계동,45-18,대,1,1,,
212,서울특별시 용산구 서계동,45-17,대,2.9,2.9,,
213,서울특별시 용산구 서계동,238-26,대,97.6,97.6,,
214,서울특별시 용산구 서계동,45-16,도,12.1,12.1,,
215,서울특별시 용산구 서계동,45-8,대,77.4,77.4,,
216,서울특별시 용산구 서계동,45-7,대,33.7,33.7,,
217,서울특별시 용산구 서계동,33-185,대,13.2,13.2,,
218,서울특별시 용산구 서계동,33-184,대,26.4,26.4,,
219,서울특별시 용산구 서계동,45-2,대,30.4,30.4,,
220,서울특별시 용산구 서계동,33-183,대,13.2,13.2,,
221,서울특별시 용산구 서계동,240-4,대,72.7,72.7,,
222,서울특별시 용산구 서계동,238-83,도,1.6,1.6,,
223,서울특별시 용산구 서계동,239-22,대,0.7,0.7,,
224,서울특별시 용산구 서계동,95-22,대,64.1,64.1,,
225,서울특별시 용산구 서계동,257-3,대,66.8,66.8,,
226,서울특별시 용산구 서계동,33-209,대,57.5,57.5,,
227,서울특별시 용산구 서계동,96-4,대,148.8,148.8,,
228,서울특별시 용산구 서계동,33-24,대,95.2,95.2,,
229,서울특별시 용산구 서계동,252-62,대,14.64,14.64,,
230,서울특별시 용산구 서계동,246-57,대,16.5,16.5,,
231,서울특별시 용산구 서계동,252-63,대,87.24,87.24,,
232,서울특별시 용산구 서계동,33-230,대,50.9,50.9,,
233,서울특별시 용산구 서계동,33-219,대,96.2,96.2,,
234,서울특별시 용산구 서계동,33-18,대,83.3,83.3,,
235,서울특별시 용산구 서계동,245-18,대,46.3,46.3,,
236,서울특별시 용산구 서계동,247-40,대,67.4,67.4,,
237,서울특별시 용산구 서계동,253-1,대,55.4,55.4,,
238,서울특별시 용산구 서계동,33-179,대,27.4,27.4,,
239,서울특별시 용산구 서계동,33-23,대,88.6,88.6,,
240,서울특별시 용산구 서계동,257-34,차,0.4,0.4,,
241,서울특별시 용산구 서계동,33-260,대,78.7,78.7,,
242,서울특별시 용산구 서계동,109,대,109.1,109.1,,
243,서울특별시 용산구 서계동,252-11,대,57.8,57.8,,
244,서울특별시 용산구 서계동,251-51,대,82.92,82.92,,
245,서울특별시 용산구 서계동,252-93,대,1.7,1.7,,
246,서울특별시 용산구 서계동,240-38,대,66.1,66.1,,
247,서울특별시 용산구 서계동,33-61,도,4386.4,4226.38,,
248,서울특별시 용산구 서계동,242-7,대,49.6,49.6,,
249,서울특별시 용산구 서계동,238-25,도,11.6,11.6,,
250,서울특별시 용산구 서계동,242-12,대,69.45,69.45,,
251,서울특별시 용산구 서계동,33-181,대,13.2,13.2,,
252,서울특별시 용산구 서계동,239-5,대,77.6,77.6,,
253,서울특별시 용산구 서계동,242-20,대,3.33,3.33,,
254,서울특별시 용산구 서계동,240-7,대,66.1,66.1,,
255,서울특별시 용산구 서계동,33-138,대,13.2,13.2,,
256,서울특별시 용산구 서계동,33-103,대,79.3,79.3,,
257,서울특별시 용산구 서계동,45-9,대,50.6,50.6,,
258,서울특별시 용산구 서계동,33-207,대,52.5,52.5,,
259,서울특별시 용산구 서계동,33-212,대,99.5,99.5,,
260,서울특별시 용산구 서계동,95-23,대,137.19,137.19,,
261,서울특별시 용산구 서계동,252-126,대,9.5,9.5,,
262,서울특별시 용산구 서계동,33-205,대,25.1,25.1,,
263,서울특별시 용산구 서계동,253-2,대,75.09,75.09,,
264,서울특별시 용산구 서계동,252-65,대,59.9,59.9,,
265,서울특별시 용산구 서계동,96-7,대,150.1,150.1,,
266,서울특별시 용산구 서계동,33-229,대,4.6,4.6,,
267,서울특별시 용산구 서계동,253-17,대,73.2,73.2,,
268,서울특별시 용산구 서계동,33-232,대,125,125,,
269,서울특별시 용산구 서계동,249-12,도,1316.4,1316.4,,
270,서울특별시 용산구 서계동,33-15,대,81.6,81.6,,
271,서울특별시 용산구 서계동,261-2,대,97.5,97.5,,
272,서울특별시 용산구 서계동,247-35,대,106.4,106.4,,
273,서울특별시 용산구 서계동,247-8,대,56,56,,
274,서울특별시 용산구 서계동,33-4,대,19.8,19.8,,
275,서울특별시 용산구 서계동,91,대,129.21,129.21,,
276,서울특별시 용산구 서계동,91-1,대,202.4,202.4,,
277,서울특별시 용산구 서계동,242-18,대,47.9,47.9,,
278,서울특별시 용산구 서계동,33-141,대,56.2,56.2,,
279,서울특별시 용산구 서계동,36-1,대,90.1,90.1,,
280,서울특별시 용산구 서계동,39,대,29.8,29.8,,
281,서울특별시 용산구 서계동,240-37,대,62.8,62.8,,
282,서울특별시 용산구 서계동,239-24,대,39.7,39.7,,
283,서울특별시 용산구 서계동,244-15,도,1.3,1.3,,
284,서울특별시 용산구 서계동,244-1,대,81,81,,
285,서울특별시 용산구 서계동,33-140,대,62.8,62.8,,
286,서울특별시 용산구 서계동,242-15,대,49.6,49.6,,
287,서울특별시 용산구 서계동,45-5,대,20.2,20.2,,
288,서울특별시 용산구 서계동,33-139,대,56.2,56.2,,
289,서울특별시 용산구 서계동,242-17,대,16.5,16.5,,
290,서울특별시 용산구 서계동,33-94,대,66.1,66.1,,
291,서울특별시 용산구 서계동,244-16,도,9,9,,
292,서울특별시 용산구 서계동,33-159,대,49.6,49.6,,
293,서울특별시 용산구 서계동,263-3,대,93.9,93.9,,
294,서울특별시 용산구 서계동,246-1,대,66.1,66.1,,
295,서울특별시 용산구 서계동,240-8,대,29.8,29.8,,
296,서울특별시 용산구 서계동,244-2,대,57.56,57.56,,
297,서울특별시 용산구 서계동,239-30,대,18,18,,
298,서울특별시 용산구 서계동,240-26,대,100.2,100.2,,
299,서울특별시 용산구 서계동,33-144,대,56.2,56.2,,
300,서울특별시 용산구 서계동,240-49,대,8.2,8.2,,
301,서울특별시 용산구 서계동,33-28,대,210.9,210.9,,
302,서울특별시 용산구 서계동,247-11,대,39.4,39.4,,
303,서울특별시 용산구 서계동,33-231,대,29.79,29.79,,
304,서울특별시 용산구 서계동,247-10,대,23.5,23.5,,
305,서울특별시 용산구 서계동,245-34,대,24.5,24.5,,
306,서울특별시 용산구 서계동,33-20,대,81.3,81.3,,
307,서울특별시 용산구 서계동,247-72,도,4.7,4.7,,
308,서울특별시 용산구 서계동,246-117,도,25.9,25.9,,
309,서울특별시 용산구 서계동,252-70,대,35.3,35.3,,
310,서울특별시 용산구 서계동,33-277,대,190.7,190.7,,
311,서울특별시 용산구 서계동,247-80,도,4.8,4.8,,
312,서울특별시 용산구 서계동,33-276,대,155.7,155.7,,
313,서울특별시 용산구 서계동,33-270,대,13.6,13.6,,
314,서울특별시 용산구 서계동,96-8,대,102.1,102.1,,
315,서울특별시 용산구 서계동,33-198,대,75,75,,
316,서울특별시 용산구 서계동,253-5,대,54.9,54.9,,
317,서울특별시 용산구 서계동,96-9,대,117.4,117.4,,
318,서울특별시 용산구 서계동,257-5,대,73,73,,
319,서울특별시 용산구 서계동,245-35,대,41.6,41.6,,
320,서울특별시 용산구 서계동,248-8,대,23.1,23.1,,
321,서울특별시 용산구 서계동,255-15,대,56.2,56.2,,
322,서울특별시 용산구 서계동,251-43,대,77.7,77.7,,
323,서울특별시 용산구 서계동,252-123,도,65.1,65.1,,
324,서울특별시 용산구 서계동,251-61,대,81.6,81.6,,
325,서울특별시 용산구 서계동,252-19,대,103.81,103.81,,
326,서울특별시 용산구 서계동,33-202,대,200.6,200.6,,
327,서울특별시 용산구 서계동,255-16,대,52.9,52.9,,
328,서울특별시 용산구 서계동,33-155,도,33,33,,
329,서울특별시 용산구 서계동,239-7,대,58.5,58.5,,
330,서울특별시 용산구 서계동,33-100,대,165.3,165.3,,
331,서울특별시 용산구 서계동,240-11,대,102.5,102.5,,
332,서울특별시 용산구 서계동,33-89,대,205,205,,
333,서울특별시 용산구 서계동,240-53,도,17.2,17.2,,
334,서울특별시 용산구 서계동,33-157,대,52.9,52.9,,
335,서울특별시 용산구 서계동,240-35,대,52.9,52.9,,
336,서울특별시 용산구 서계동,240-50,도,16,16,,
337,서울특별시 용산구 서계동,240-9,대,39.7,39.7,,
338,서울특별시 용산구 서계동,33-104,대,66.1,66.1,,
339,서울특별시 용산구 서계동,33-156,대,39.7,39.7,,
340,서울특별시 용산구 서계동,240-28,대,39.18,39.18,,
341,서울특별시 용산구 서계동,239-8,대,66.1,66.1,,
342,서울특별시 용산구 서계동,33-151,대,115.7,115.7,,
343,서울특별시 용산구 서계동,33-145,대,92.6,92.6,,
344,서울특별시 용산구 서계동,33-146,대,89.2,89.2,,
345,서울특별시 용산구 서계동,33-160,대,31,31,,
346,서울특별시 용산구 서계동,240-34,대,56.2,56.2,,
347,서울특별시 용산구 서계동,263-6,대,6.67,6.67,,
348,서울특별시 용산구 서계동,240-12,대,59.5,59.5,,
349,서울특별시 용산구 서계동,33-75,대,59.5,59.5,,
350,서울특별시 용산구 서계동,263-5,대,17.94,17.94,,
351,서울특별시 용산구 서계동,240-57,도,58.5,58.5,,
352,서울특별시 용산구 서계동,244-11,대,220.5,220.5,,
353,서울특별시 용산구 서계동,239-25,대,1,1,,
354,서울특별시 용산구 서계동,240-25,대,64.92,64.92,,
355,서울특별시 용산구 서계동,240-33,대,52.92,52.92,,
356,서울특별시 용산구 서계동,246-97,도,36.6,36.6,,
357,서울특별시 용산구 서계동,96-21,대,19.8,19.8,,
358,서울특별시 용산구 서계동,33-268,대,66.1,66.1,,
359,서울특별시 용산구 서계동,96-6,대,182.82,182.82,,
360,서울특별시 용산구 서계동,247-34,대,61.9,61.9,,
361,서울특별시 용산구 서계동,247-23,대,54.74,54.74,,
362,서울특별시 용산구 서계동,33-197,대,39,39,,
363,서울특별시 용산구 서계동,247-73,도,3.6,3.6,,
364,서울특별시 용산구 서계동,33-271,대,9.6,9.6,,
365,서울특별시 용산구 서계동,247-17,대,49.13,49.13,,
366,서울특별시 용산구 서계동,249-1,대,19.5,19.5,,
367,서울특별시 용산구 서계동,258-13,도,13.2,13.2,,
368,서울특별시 용산구 서계동,249-5,대,52.2,52.2,,
369,서울특별시 용산구 서계동,253-15,대,57.92,57.92,,
370,서울특별시 용산구 서계동,33-27,대,103.5,103.5,,
371,서울특별시 용산구 서계동,253-4,대,22.6,22.6,,
372,서울특별시 용산구 서계동,251-3,대,229.68,229.68,,
373,서울특별시 용산구 서계동,252-73,대,176.8,176.8,,
374,서울특별시 용산구 서계동,33-269,대,63.5,63.5,,
375,서울특별시 용산구 서계동,33-253,대,74.8,74.8,,
376,서울특별시 용산구 서계동,33-275,대,105.1,105.1,,
377,서울특별시 용산구 서계동,248-9,대,8.9,8.9,,
378,서울특별시 용산구 서계동,276-19,구,8.1,8.1,,
379,서울특별시 용산구 서계동,281,도,1562.5,1030.29,,
380,서울특별시 용산구 서계동,33-162,대,86,86,,
381,서울특별시 용산구 서계동,240-68,도,1,1,,
382,서울특별시 용산구 서계동,274,도,69,47.51,,
383,서울특별시 용산구 서계동,263-2,대,184.08,184.08,,
384,서울특별시 용산구 서계동,33-77,도,115.7,115.7,,
385,서울특별시 용산구 서계동,240-30,대,162.36,162.36,,
386,서울특별시 용산구 서계동,240-67,도,1.68,1.68,,
387,서울특별시 용산구 서계동,239-26,대,1,1,,
388,서울특별시 용산구 서계동,239-10,대,16.2,16.2,,
389,서울특별시 용산구 서계동,281-3,도,3.9,3.9,,
390,서울특별시 용산구 서계동,246-3,대,56.2,56.2,,
391,서울특별시 용산구 서계동,33-341,대,9.3,9.3,,
392,서울특별시 용산구 서계동,240-54,대,7.2,7.2,,
393,서울특별시 용산구 서계동,34-6,대,79.3,79.3,,
394,서울특별시 용산구 서계동,33-180,도,16.5,16.5,,
395,서울특별시 용산구 서계동,33-76,대,69.4,69.4,,
396,서울특별시 용산구 서계동,33-105,대,95.9,95.9,,
397,서울특별시 용산구 서계동,263-13,대,26.7,26.7,,
398,서울특별시 용산구 서계동,33-36,대,235,235,,
399,서울특별시 용산구 서계동,33-106,대,69.4,69.4,,
400,서울특별시 용산구 서계동,33-261,대,6.6,6.6,,
401,서울특별시 용산구 서계동,33-148,대,52.92,52.92,,
402,서울특별시 용산구 서계동,33-8,대,169,169,,
403,서울특별시 용산구 서계동,34-4,대,86,86,,
404,서울특별시 용산구 서계동,33-107,대,148.8,148.8,,
405,서울특별시 용산구 서계동,249-6,대,64.1,64.1,,
406,서울특별시 용산구 서계동,248-13,대,38.2,38.2,,
407,서울특별시 용산구 서계동,33-266,대,10.9,10.9,,
408,서울특별시 용산구 서계동,247-74,도,1.5,1.5,,
409,서울특별시 용산구 서계동,247-78,도,2.5,2.5,,
410,서울특별시 용산구 서계동,248-10,대,35.4,35.4,,
411,서울특별시 용산구 서계동,249-2,대,44.3,44.3,,
412,서울특별시 용산구 서계동,247-33,대,123.02,123.02,,
413,서울특별시 용산구 서계동,33-321,대,7.1,7.1,,
414,서울특별시 용산구 서계동,257-14,구,33,33,,
415,서울특별시 용산구 서계동,96-12,대,141.3,141.3,,
416,서울특별시 용산구 서계동,247-77,도,2,2,,
417,서울특별시 용산구 서계동,257-6,대,61.11,61.11,,
418,서울특별시 용산구 서계동,96-26,대,142.29,142.29,,
419,서울특별시 용산구 서계동,251-91,도,20.4,20.4,,
420,서울특별시 용산구 서계동,33-322,대,42.8,42.8,,
421,서울특별시 용산구 서계동,251-1,대,201.1,201.1,,
422,서울특별시 용산구 서계동,247-76,도,0.8,0.8,,
423,서울특별시 용산구 서계동,33-30,대,98.8,98.8,,
424,서울특별시 용산구 서계동,33-283,대,75.7,75.7,,
425,서울특별시 용산구 서계동,33-282,대,36,36,,
426,서울특별시 용산구 서계동,33-285,대,62.5,62.5,,
427,서울특별시 용산구 서계동,33-278,대,33,33,,
428,서울특별시 용산구 서계동,249-11,도,27.81,27.81,,
429,서울특별시 용산구 서계동,115-2,도,100.2,1.06,,
430,서울특별시 용산구 서계동,240-15,대,72.7,72.7,,
431,서울특별시 용산구 서계동,33-109,대,76,76,,
432,서울특별시 용산구 서계동,246-4,대,122.46,122.46,,
433,서울특별시 용산구 서계동,240-24,대,78.6,78.6,,
434,서울특별시 용산구 서계동,240-42,도,13.8,13.8,,
435,서울특별시 용산구 서계동,33-147,대,69.4,69.4,,
436,서울특별시 용산구 서계동,273,도,44.8,44.8,,
437,서울특별시 용산구 서계동,244-4,대,79.3,79.3,,
438,서울특별시 용산구 서계동,240-65,도,23.8,23.8,,
439,서울특별시 용산구 서계동,240-17,대,64.08,64.08,,
440,서울특별시 용산구 서계동,33-114,대,509.73,509.73,,
441,서울특별시 용산구 서계동,264-1,대,0.3,0.3,,
